UserID,R,S,R_l
U64752,N4642 N64252 N56214 N51048,N56214,"['N4642', 'N64252', 'N56214', 'N51048']"
U62898,N50675 N33619 N7319 N49180,N33619,"['N50675', 'N33619', 'N7319', 'N49180']"
U15159,N40109 N50872,N40109,"['N40109', 'N50872']"
U30316,N6578 N50872,N6578,"['N6578', 'N50872']"
U6713,N56214 N4642,N56214,"['N56214', 'N4642']"
U93993,N54489 N53585 N41222 N46526 N8191,N46526,"['N54489', 'N53585', 'N41222', 'N46526', 'N8191']"
U10276,N11551 N4642 N11817,N11551,"['N11551', 'N4642', 'N11817']"
U74064,N55689 N53585,N53585,"['N55689', 'N53585']"
U40981,N33619 N50675,N33619,"['N33619', 'N50675']"
U79452,N55204 N23414 N13930 N55689 N38662,N13930,"['N55204', 'N23414', 'N13930', 'N55689', 'N38662']"
U39265,N53585 N55689,N53585,"['N53585', 'N55689']"
U17347,N51048 N64252 N42457 N14029 N56214,N42457,"['N51048', 'N64252', 'N42457', 'N14029', 'N56214']"
U32525,N61022 N49279,N49279,"['N61022', 'N49279']"
U13546,N55689 N35729,N55689,"['N55689', 'N35729']"
U70985,N51398 N41881,N41881,"['N51398', 'N41881']"
U45243,N35729 N49685 N48759 N62729,N35729,"['N35729', 'N49685', 'N48759', 'N62729']"
U40478,N57651 N49685 N36681,N49685,"['N57651', 'N49685', 'N36681']"
U73177,N61740 N61233,N61233,"['N61740', 'N61233']"
U78741,N38215 N4510 N21420 N14029,N38215,"['N38215', 'N4510', 'N21420', 'N14029']"
U62359,N61022 N49279,N49279,"['N61022', 'N49279']"
U31531,N27845 N41881,N41881,"['N27845', 'N41881']"
U53329,N5154 N50872,N5154,"['N5154', 'N50872']"
U83643,N1034 N23548 N47020,N1034,"['N1034', 'N23548', 'N47020']"
U75877,N57097 N64916 N1034 N61022,N61022,"['N57097', 'N64916', 'N1034', 'N61022']"
U7806,N51048 N50023,N50023,"['N51048', 'N50023']"
U63282,N8191 N54489 N46029,N54489,"['N8191', 'N54489', 'N46029']"
U15315,N41881 N51398,N41881,"['N41881', 'N51398']"
U44677,N55689 N35729 N59981 N42961,N35729,"['N55689', 'N35729', 'N59981', 'N42961']"
U16164,N63970 N40839,N63970,"['N63970', 'N40839']"
U575,N21707 N35729 N55689 N53585,N55689,"['N21707', 'N35729', 'N55689', 'N53585']"
U18320,N6693 N55689,N55689,"['N6693', 'N55689']"
U4031,N46526 N53585 N46029 N23414 N54489,N54489,"['N46526', 'N53585', 'N46029', 'N23414', 'N54489']"
U6779,N7319 N33619,N7319,"['N7319', 'N33619']"
U77835,N63970 N58363,N58363,"['N63970', 'N58363']"
U28346,N53585 N8191 N54489 N46526 N46029,N54489,"['N53585', 'N8191', 'N54489', 'N46526', 'N46029']"
U57278,N55204 N23414 N13930 N55689 N38662,N55689,"['N55204', 'N23414', 'N13930', 'N55689', 'N38662']"
U59680,N51048 N4642 N56214 N36221,N4642,"['N51048', 'N4642', 'N56214', 'N36221']"
U49639,N63970 N58363,N63970,"['N63970', 'N58363']"
U46263,N60186 N63683,N63683,"['N60186', 'N63683']"
U49108,N287 N39010,N287,"['N287', 'N39010']"
U50702,N49685 N62093 N64542,N49685,"['N49685', 'N62093', 'N64542']"
U60185,N287 N51048 N47061 N39010,N39010,"['N287', 'N51048', 'N47061', 'N39010']"
U24890,N49279 N61022,N49279,"['N49279', 'N61022']"
U66794,N59981 N7809 N55689 N35729,N35729,"['N59981', 'N7809', 'N55689', 'N35729']"
U28942,N53585 N55689,N53585,"['N53585', 'N55689']"
U14495,N8509 N4642 N19592 N21128,N4642 N19592,"['N8509', 'N4642', 'N19592', 'N21128']"
U87808,N46878 N33981,N46878,"['N46878', 'N33981']"
U39651,N1034 N65185,N1034,"['N1034', 'N65185']"
U6246,N38662 N55204 N55689 N13930 N57957,N55689,"['N38662', 'N55204', 'N55689', 'N13930', 'N57957']"
U19826,N23877 N40109 N8015 N50872 N64174,N23877,"['N23877', 'N40109', 'N8015', 'N50872', 'N64174']"
U32174,N51048 N13907 N64094 N39010,N51048 N39010,"['N51048', 'N13907', 'N64094', 'N39010']"
U93588,N6693 N55689,N55689,"['N6693', 'N55689']"
U81906,N55689 N53585 N52622 N55204,N55689,"['N55689', 'N53585', 'N52622', 'N55204']"
U76003,N55689 N53585,N53585,"['N55689', 'N53585']"
U12088,N56193 N49685,N56193,"['N56193', 'N49685']"
U44508,N41020 N62360 N52122 N7319,N52122,"['N41020', 'N62360', 'N52122', 'N7319']"
U83058,N27845 N58051 N51398 N52000 N41881,N41881,"['N27845', 'N58051', 'N51398', 'N52000', 'N41881']"
U8880,N706 N17759,N706,"['N706', 'N17759']"
U53156,N61022 N49279,N49279,"['N61022', 'N49279']"
U41037,N61022 N44651 N49279,N49279,"['N61022', 'N44651', 'N49279']"
U8649,N55689 N35729,N55689,"['N55689', 'N35729']"
U32657,N56214 N51048 N36221 N4642,N56214,"['N56214', 'N51048', 'N36221', 'N4642']"
U7132,N33619 N14184 N50675 N20079,N33619,"['N33619', 'N14184', 'N50675', 'N20079']"
U1877,N53585 N55689 N55204 N52622,N55689,"['N53585', 'N55689', 'N55204', 'N52622']"
U14046,N27581 N35729 N6693 N55689,N55689,"['N27581', 'N35729', 'N6693', 'N55689']"
U19393,N9215 N46838,N9215,"['N9215', 'N46838']"
U16170,N33619 N50675,N50675,"['N33619', 'N50675']"
U8409,N21882 N61022 N49279,N49279,"['N21882', 'N61022', 'N49279']"
U15721,N50872 N40109,N40109,"['N50872', 'N40109']"
U48708,N20079 N50675 N47578 N33619,N20079,"['N20079', 'N50675', 'N47578', 'N33619']"
U68185,N56214 N42457,N56214,"['N56214', 'N42457']"
U34493,N47061 N17059 N48063,N48063,"['N47061', 'N17059', 'N48063']"
U10843,N35729 N27581,N35729,"['N35729', 'N27581']"
U34307,N4642 N35389,N4642,"['N4642', 'N35389']"
U48382,N17104 N6379,N17104,"['N17104', 'N6379']"
U575,N33619 N50675 N453 N51187,N33619,"['N33619', 'N50675', 'N453', 'N51187']"
U10267,N41881 N27845,N41881,"['N41881', 'N27845']"
U697,N4642 N56214,N56214,"['N4642', 'N56214']"
U75455,N23548 N41881 N47020,N41881,"['N23548', 'N41881', 'N47020']"
U41194,N46917 N60750 N47280,N60750,"['N46917', 'N60750', 'N47280']"
U10364,N44651 N49279 N61022,N49279,"['N44651', 'N49279', 'N61022']"
U38387,N41020 N20069 N63970 N33619,N63970,"['N41020', 'N20069', 'N63970', 'N33619']"
U2593,N56193 N64542 N43073 N49685 N28047,N49685,"['N56193', 'N64542', 'N43073', 'N49685', 'N28047']"
U83065,N27581 N35729 N33632 N49685,N49685,"['N27581', 'N35729', 'N33632', 'N49685']"
U9089,N42977 N35170 N45266 N47061,N45266,"['N42977', 'N35170', 'N45266', 'N47061']"
U23181,N48759 N31273 N49685 N35729,N31273,"['N48759', 'N31273', 'N49685', 'N35729']"
U85459,N51048 N25295,N25295,"['N51048', 'N25295']"
U19571,N4642 N50023,N50023,"['N4642', 'N50023']"
U49579,N47453 N3161,N47453,"['N47453', 'N3161']"
U26900,N44651 N49279 N61022,N49279,"['N44651', 'N49279', 'N61022']"
U59440,N61233 N61740,N61233,"['N61233', 'N61740']"
U10099,N45266 N47061 N27314,N47061,"['N45266', 'N47061', 'N27314']"
U57408,N47061 N35170 N45266 N42977,N45266,"['N47061', 'N35170', 'N45266', 'N42977']"
U37552,N58051 N27845 N52000 N60374,N52000,"['N58051', 'N27845', 'N52000', 'N60374']"
U86431,N50329 N41881,N41881,"['N50329', 'N41881']"
U23597,N34579 N62366,N62366,"['N34579', 'N62366']"
U61355,N60750 N46917,N60750,"['N60750', 'N46917']"
U5194,N27581 N35729 N55689 N6693,N55689,"['N27581', 'N35729', 'N55689', 'N6693']"
U5485,N8509 N4642 N51048 N56214,N4642,"['N8509', 'N4642', 'N51048', 'N56214']"
U25793,N1940 N51048,N1940,"['N1940', 'N51048']"
U9726,N12029 N17059,N12029,"['N12029', 'N17059']"
U5910,N59981 N35729,N35729,"['N59981', 'N35729']"
U33360,N55689 N6693,N55689,"['N55689', 'N6693']"
U78426,N39010 N287,N287,"['N39010', 'N287']"
U356,N42977 N12029,N12029,"['N42977', 'N12029']"
U17946,N23548 N1034 N47020,N1034,"['N23548', 'N1034', 'N47020']"
U81891,N12029 N7821 N33885 N42977,N42977,"['N12029', 'N7821', 'N33885', 'N42977']"
U52736,N17389 N14184 N57356 N33872,N17389 N33872,"['N17389', 'N14184', 'N57356', 'N33872']"
U23120,N42977 N12029,N12029,"['N42977', 'N12029']"
U21488,N42961 N35729,N35729,"['N42961', 'N35729']"
U69787,N61233 N14478,N14478,"['N61233', 'N14478']"
U61762,N47652 N50872,N47652,"['N47652', 'N50872']"
U55070,N7419 N26262 N29340 N12029,N29340,"['N7419', 'N26262', 'N29340', 'N12029']"
U77921,N50872 N5695,N5695,"['N50872', 'N5695']"
U2581,N38779 N19661 N23814 N34185 N50872,N23814,"['N38779', 'N19661', 'N23814', 'N34185', 'N50872']"
U14881,N55689 N6693,N55689,"['N55689', 'N6693']"
U84158,N40839 N58363 N42634 N63970,N63970,"['N40839', 'N58363', 'N42634', 'N63970']"
U85812,N287 N39010,N287,"['N287', 'N39010']"
U30667,N49685 N48759 N62729 N35729,N62729,"['N49685', 'N48759', 'N62729', 'N35729']"
U9462,N39774 N48340 N4642 N26376 N47248,N26376,"['N39774', 'N48340', 'N4642', 'N26376', 'N47248']"
U85690,N48064 N56214 N42457 N51048 N49712,N42457,"['N48064', 'N56214', 'N42457', 'N51048', 'N49712']"
U84880,N56214 N42457,N56214,"['N56214', 'N42457']"
U35343,N57097 N61022,N57097,"['N57097', 'N61022']"
U78216,N1228 N61233 N33828 N19661,N33828,"['N1228', 'N61233', 'N33828', 'N19661']"
U50389,N64542 N49685 N56193 N28047,N49685,"['N64542', 'N49685', 'N56193', 'N28047']"
U49583,N58363 N42634 N63970 N40839,N58363,"['N58363', 'N42634', 'N63970', 'N40839']"
U15485,N47578 N20079 N33619 N50675,N33619,"['N47578', 'N20079', 'N33619', 'N50675']"
U231,N63970 N58363,N58363,"['N63970', 'N58363']"
U32822,N13907 N51048 N39010 N26025,N26025,"['N13907', 'N51048', 'N39010', 'N26025']"
U62729,N13930 N55204 N23414 N55689 N53585,N55689,"['N13930', 'N55204', 'N23414', 'N55689', 'N53585']"
U50252,N51048 N39010,N51048,"['N51048', 'N39010']"
U92240,N40109 N50872,N40109,"['N40109', 'N50872']"
U43421,N21882 N61022,N61022,"['N21882', 'N61022']"
U78007,N4642 N23184,N4642,"['N4642', 'N23184']"
U52346,N52446 N28047 N62093 N64542 N49685,N49685,"['N52446', 'N28047', 'N62093', 'N64542', 'N49685']"
U42925,N64851 N27601 N5146,N64851,"['N64851', 'N27601', 'N5146']"
U51457,N46878 N14780 N26179,N46878,"['N46878', 'N14780', 'N26179']"
U82068,N35729 N55689,N35729,"['N35729', 'N55689']"
U27827,N63970 N24111 N62360 N7319,N63970,"['N63970', 'N24111', 'N62360', 'N7319']"
U30899,N41020 N33619,N33619,"['N41020', 'N33619']"
U44207,N52000 N60374 N58051,N52000,"['N52000', 'N60374', 'N58051']"
U39123,N46917 N60750,N60750,"['N46917', 'N60750']"
U33086,N49279 N61022 N44651,N49279,"['N49279', 'N61022', 'N44651']"
U67955,N50872 N40109,N40109,"['N50872', 'N40109']"
U91875,N42961 N27581 N35729 N55689,N35729 N55689,"['N42961', 'N27581', 'N35729', 'N55689']"
U40854,N50872 N35815,N35815,"['N50872', 'N35815']"
U8418,N41881 N51398,N41881,"['N41881', 'N51398']"
U85539,N64513 N49279 N61022 N21882,N49279,"['N64513', 'N49279', 'N61022', 'N21882']"
U21553,N53585 N52622 N55689 N55204,N53585,"['N53585', 'N52622', 'N55689', 'N55204']"
U16720,N21882 N64513 N49279 N59390 N61022,N49279,"['N21882', 'N64513', 'N49279', 'N59390', 'N61022']"
U37419,N53585 N55689 N55204 N52622,N53585,"['N53585', 'N55689', 'N55204', 'N52622']"
U22659,N453 N20079 N50675 N33619,N33619,"['N453', 'N20079', 'N50675', 'N33619']"
U75342,N64851 N12493,N12493,"['N64851', 'N12493']"
U53291,N33677 N7821 N42977 N33885 N17059,N33885,"['N33677', 'N7821', 'N42977', 'N33885', 'N17059']"
U47248,N58363 N63970,N58363,"['N58363', 'N63970']"
U9399,N41881 N27845,N41881,"['N41881', 'N27845']"
U70442,N287 N47061,N287,"['N287', 'N47061']"
U30720,N64851 N58363,N64851,"['N64851', 'N58363']"
U7401,N55204 N13930 N38662 N23414 N55689,N13930,"['N55204', 'N13930', 'N38662', 'N23414', 'N55689']"
U72847,N35729 N55689,N55689,"['N35729', 'N55689']"
U92767,N35729 N57090 N27581 N47035,N47035,"['N35729', 'N57090', 'N27581', 'N47035']"
U22652,N41178 N24272,N41178,"['N41178', 'N24272']"
U57523,N42597 N54489,N54489,"['N42597', 'N54489']"
U12397,N7319 N63970,N63970,"['N7319', 'N63970']"
U23530,N51048 N287 N39010 N64094,N287,"['N51048', 'N287', 'N39010', 'N64094']"
U65020,N50872 N42457,N42457,"['N50872', 'N42457']"
U59847,N12493 N64851 N63970 N58363,N64851,"['N12493', 'N64851', 'N63970', 'N58363']"
U61686,N49279 N61022,N49279,"['N49279', 'N61022']"
U56056,N61022 N57097,N61022,"['N61022', 'N57097']"
U49474,N52867 N61740 N41934 N61233 N56211,N61740,"['N52867', 'N61740', 'N41934', 'N61233', 'N56211']"
U19269,N23414 N53585 N55689,N23414,"['N23414', 'N53585', 'N55689']"
U1952,N287 N39010,N287,"['N287', 'N39010']"
U76009,N61233 N33828,N61233,"['N61233', 'N33828']"
U87523,N50872 N50484,N50484,"['N50872', 'N50484']"
U22931,N35729 N55689,N55689,"['N35729', 'N55689']"
U11474,N49685 N36681 N50060 N41224 N26952,N49685,"['N49685', 'N36681', 'N50060', 'N41224', 'N26952']"
U54547,N53696 N50469 N50675,N50469,"['N53696', 'N50469', 'N50675']"
U28378,N55689 N6693,N55689,"['N55689', 'N6693']"
U58667,N33619 N14184 N7319 N50675,N33619,"['N33619', 'N14184', 'N7319', 'N50675']"
U14203,N21882 N49279 N64513 N61022,N61022,"['N21882', 'N49279', 'N64513', 'N61022']"
U87729,N23184 N51048,N51048,"['N23184', 'N51048']"
U34853,N42457 N56214,N42457,"['N42457', 'N56214']"
U55908,N50675 N33619 N453,N33619,"['N50675', 'N33619', 'N453']"
U30333,N47652 N19661 N38779 N50872 N34185,N47652,"['N47652', 'N19661', 'N38779', 'N50872', 'N34185']"
U48395,N33619 N50675,N33619,"['N33619', 'N50675']"
U79145,N33619 N50675 N20079 N47578,N33619,"['N33619', 'N50675', 'N20079', 'N47578']"
U32468,N55689 N55204 N52622,N55689,"['N55689', 'N55204', 'N52622']"
U56157,N61022 N49279,N49279,"['N61022', 'N49279']"
U51190,N61768 N61022,N61022,"['N61768', 'N61022']"
U856,N51048 N56214,N51048,"['N51048', 'N56214']"
U32894,N49685 N36681 N26952,N26952,"['N49685', 'N36681', 'N26952']"
U27715,N55689 N6693,N55689,"['N55689', 'N6693']"
U87808,N14184 N7319,N7319,"['N14184', 'N7319']"
U76231,N42597 N46029 N8191 N46526 N54489,N42597,"['N42597', 'N46029', 'N8191', 'N46526', 'N54489']"
U90834,N33885 N7821 N20495 N33677,N33885,"['N33885', 'N7821', 'N20495', 'N33677']"
U9012,N20270 N38779 N34185 N50872 N19661,N20270,"['N20270', 'N38779', 'N34185', 'N50872', 'N19661']"
U24168,N55689 N35729,N55689,"['N55689', 'N35729']"
U51620,N49180 N52122 N41020 N62360,N62360,"['N49180', 'N52122', 'N41020', 'N62360']"
U63858,N55689 N23414 N53585,N53585,"['N55689', 'N23414', 'N53585']"
U55058,N61233 N41934 N61740 N56211,N61233,"['N61233', 'N41934', 'N61740', 'N56211']"
U43263,N41881 N23760 N27845 N3491,N41881,"['N41881', 'N23760', 'N27845', 'N3491']"
U19015,N55204 N55689 N45270,N55689,"['N55204', 'N55689', 'N45270']"
U93552,N61117 N57132,N61117,"['N61117', 'N57132']"
U82992,N61233 N14478,N14478,"['N61233', 'N14478']"
U89162,N41881 N27845,N41881,"['N41881', 'N27845']"
U91611,N42977 N12029,N12029,"['N42977', 'N12029']"
U45437,N49279 N61022,N49279,"['N49279', 'N61022']"
U25263,N41881 N51398,N41881,"['N41881', 'N51398']"
U74892,N8015 N64174,N64174,"['N8015', 'N64174']"
U87622,N64968 N17759,N64968,"['N64968', 'N17759']"
U45637,N55689 N42961 N27581 N35729,N35729,"['N55689', 'N42961', 'N27581', 'N35729']"
U12564,N49279 N61022,N49279,"['N49279', 'N61022']"
U37576,N24759 N49279,N49279,"['N24759', 'N49279']"
U73721,N57090 N47035 N35729 N27581,N35729,"['N57090', 'N47035', 'N35729', 'N27581']"
U42813,N39010 N287,N287,"['N39010', 'N287']"
U28334,N33885 N7821 N12029 N42977,N42977,"['N33885', 'N7821', 'N12029', 'N42977']"
U24374,N14184 N41020 N49180 N33619,N49180,"['N14184', 'N41020', 'N49180', 'N33619']"
U11595,N61740 N61233,N61233,"['N61740', 'N61233']"
U80729,N287 N39010,N287,"['N287', 'N39010']"
U43772,N35729 N55689,N55689,"['N35729', 'N55689']"
U54281,N1034 N64916 N61022 N56051,N1034,"['N1034', 'N64916', 'N61022', 'N56051']"
U50084,N49685 N36681 N57651,N49685,"['N49685', 'N36681', 'N57651']"
U32574,N42634 N58363 N40839 N63970,N58363 N40839 N63970,"['N42634', 'N58363', 'N40839', 'N63970']"
U10572,N49279 N61022,N49279,"['N49279', 'N61022']"
U8131,N12493 N64851,N12493,"['N12493', 'N64851']"
U88197,N19092 N6890,N6890,"['N19092', 'N6890']"
U29898,N19661 N38779,N19661,"['N19661', 'N38779']"
U67816,N50675 N33619,N33619,"['N50675', 'N33619']"
U74857,N64851 N12493,N12493,"['N64851', 'N12493']"
U27912,N35729 N55689 N27581 N42961,N35729,"['N35729', 'N55689', 'N27581', 'N42961']"
U28669,N55204 N53585 N52622 N45270 N55689,N53585,"['N55204', 'N53585', 'N52622', 'N45270', 'N55689']"
U78350,N63106 N287,N287,"['N63106', 'N287']"
U93220,N55204 N45270 N55689 N53585,N53585,"['N55204', 'N45270', 'N55689', 'N53585']"
U51714,N64542 N62093 N49685,N49685,"['N64542', 'N62093', 'N49685']"
U69787,N36681 N49685 N57651,N49685,"['N36681', 'N49685', 'N57651']"
U25278,N6693 N55689,N55689,"['N6693', 'N55689']"
U68606,N54489 N53585 N41222,N53585,"['N54489', 'N53585', 'N41222']"
U58147,N55689 N6693 N35729,N35729,"['N55689', 'N6693', 'N35729']"
U66533,N57097 N61022,N57097,"['N57097', 'N61022']"
U53218,N287 N39010,N287,"['N287', 'N39010']"
U67380,N42977 N47061 N45266 N35170,N45266,"['N42977', 'N47061', 'N45266', 'N35170']"
U37599,N61233 N14478,N14478,"['N61233', 'N14478']"
U68537,N45704 N20678,N45704,"['N45704', 'N20678']"
U5545,N13930 N53585 N55689,N53585,"['N13930', 'N53585', 'N55689']"
U26173,N35729 N55689,N55689,"['N35729', 'N55689']"
U28879,N7319 N63970,N7319,"['N7319', 'N63970']"
U48395,N12029 N33885 N7821 N33677,N33885,"['N12029', 'N33885', 'N7821', 'N33677']"
U62605,N39010 N47061,N47061,"['N39010', 'N47061']"
U45803,N47061 N45266,N45266,"['N47061', 'N45266']"
U51672,N42457 N3031,N42457,"['N42457', 'N3031']"
U48213,N42961 N59981 N55689 N35729,N55689,"['N42961', 'N59981', 'N55689', 'N35729']"
U4992,N13930 N23414 N55689,N23414,"['N13930', 'N23414', 'N55689']"
U69718,N63970 N58363,N58363,"['N63970', 'N58363']"
U56112,N56214 N51048 N51287 N64252 N14029,N14029,"['N56214', 'N51048', 'N51287', 'N64252', 'N14029']"
U19015,N7319 N33619 N41020 N49180,N33619,"['N7319', 'N33619', 'N41020', 'N49180']"
U46361,N61022 N49279,N49279,"['N61022', 'N49279']"
U41401,N59981 N55689 N35729 N42961,N35729,"['N59981', 'N55689', 'N35729', 'N42961']"
U41275,N59981 N7809 N35729 N55689,N55689,"['N59981', 'N7809', 'N35729', 'N55689']"
U35676,N50872 N63060,N63060,"['N50872', 'N63060']"
U63292,N61022 N57097,N57097,"['N61022', 'N57097']"
U71342,N51398 N41881,N41881,"['N51398', 'N41881']"
U1053,N51187 N453 N33619 N50675,N33619,"['N51187', 'N453', 'N33619', 'N50675']"
U79060,N23414 N45270 N55689,N23414,"['N23414', 'N45270', 'N55689']"
U72465,N61022 N61768,N61022,"['N61022', 'N61768']"
U83216,N17059 N20495 N7821 N39317,N7821,"['N17059', 'N20495', 'N7821', 'N39317']"
U33881,N21128 N4642,N4642,"['N21128', 'N4642']"
U66538,N52122 N7319,N7319,"['N52122', 'N7319']"
U53050,N40109 N57032 N19661 N1228 N59267,N19661,"['N40109', 'N57032', 'N19661', 'N1228', 'N59267']"
U4430,N55689 N55204 N45270,N55689,"['N55689', 'N55204', 'N45270']"
U1027,N63970 N42634 N62360 N40839,N63970,"['N63970', 'N42634', 'N62360', 'N40839']"
U16248,N55689 N6693,N55689,"['N55689', 'N6693']"
U73303,N56214 N64252 N51048,N51048,"['N56214', 'N64252', 'N51048']"
U18037,N44516 N27041 N33619,N33619,"['N44516', 'N27041', 'N33619']"
U80455,N55689 N35729 N6693 N27581,N55689,"['N55689', 'N35729', 'N6693', 'N27581']"
U31814,N35815 N50872,N35815,"['N35815', 'N50872']"
U1214,N35729 N55689,N55689,"['N35729', 'N55689']"
U71144,N53585 N55689 N55204,N53585,"['N53585', 'N55689', 'N55204']"
U53056,N40839 N63970,N63970,"['N40839', 'N63970']"
U66485,N47061 N39010,N39010,"['N47061', 'N39010']"
U66968,N55689 N35729,N55689,"['N55689', 'N35729']"
U76179,N27581 N35729,N35729,"['N27581', 'N35729']"
U65816,N33885 N33677 N20495 N17059,N33885,"['N33885', 'N33677', 'N20495', 'N17059']"
U28192,N54489 N46029,N46029,"['N54489', 'N46029']"
U30968,N44651 N61022 N49279,N49279,"['N44651', 'N61022', 'N49279']"
U61188,N51570 N23446 N50872 N38779 N40109,N40109,"['N51570', 'N23446', 'N50872', 'N38779', 'N40109']"
U12455,N54489 N36789 N16920 N50675,N50675,"['N54489', 'N36789', 'N16920', 'N50675']"
U51279,N7809 N35729 N59981 N55689,N35729,"['N7809', 'N35729', 'N59981', 'N55689']"
U65368,N13930 N45270,N13930,"['N13930', 'N45270']"
U78667,N27845 N3491 N23760 N41881,N41881,"['N27845', 'N3491', 'N23760', 'N41881']"
U88030,N39931 N6578,N39931,"['N39931', 'N6578']"
U57368,N38783 N1480 N41881 N13077,N41881 N13077,"['N38783', 'N1480', 'N41881', 'N13077']"
U1397,N6099 N47006 N53585 N55204 N54482,N6099,"['N6099', 'N47006', 'N53585', 'N55204', 'N54482']"
U68947,N33885 N20495 N33677 N7821,N33885,"['N33885', 'N20495', 'N33677', 'N7821']"
U75273,N61740 N61233,N61740,"['N61740', 'N61233']"
U11984,N47020 N27845 N41881 N51398 N52000,N47020,"['N47020', 'N27845', 'N41881', 'N51398', 'N52000']"
U36684,N14478 N61233,N14478,"['N14478', 'N61233']"
U13714,N55689 N35729 N27581 N6693,N55689,"['N55689', 'N35729', 'N27581', 'N6693']"
U58988,N23414 N55689,N55689,"['N23414', 'N55689']"
U51187,N33828 N61233,N61233,"['N33828', 'N61233']"
U10318,N51398 N41881 N27845,N41881,"['N51398', 'N41881', 'N27845']"
U78840,N27581 N49685,N49685,"['N27581', 'N49685']"
U50154,N35729 N55689,N55689,"['N35729', 'N55689']"
U54709,N64094 N51048 N57716 N287 N39010,N287,"['N64094', 'N51048', 'N57716', 'N287', 'N39010']"
U43547,N27581 N35729 N6693 N55689,N55689,"['N27581', 'N35729', 'N6693', 'N55689']"
U53104,N51048 N64094 N287 N39010,N51048,"['N51048', 'N64094', 'N287', 'N39010']"
U16066,N47578 N50675 N33619,N33619,"['N47578', 'N50675', 'N33619']"
U24067,N27581 N42961 N35729 N55689,N35729,"['N27581', 'N42961', 'N35729', 'N55689']"
U46735,N4642 N56214 N51048 N8509,N4642,"['N4642', 'N56214', 'N51048', 'N8509']"
U44074,N55689 N35729 N53585 N52622,N35729,"['N55689', 'N35729', 'N53585', 'N52622']"
U93751,N50872 N40109,N40109,"['N50872', 'N40109']"
U79268,N42961 N27581 N35729 N55689,N35729,"['N42961', 'N27581', 'N35729', 'N55689']"
U29087,N6693 N55689,N55689,"['N6693', 'N55689']"
U49232,N6693 N27581 N55689,N55689,"['N6693', 'N27581', 'N55689']"
U83434,N7319 N62360 N24111 N63970,N63970,"['N7319', 'N62360', 'N24111', 'N63970']"
U23006,N57651 N49685 N36681,N49685,"['N57651', 'N49685', 'N36681']"
U77618,N61022 N49279,N49279,"['N61022', 'N49279']"
U81757,N33619 N49180 N7319 N41020,N33619,"['N33619', 'N49180', 'N7319', 'N41020']"
U62837,N38779 N40109 N50872 N35815,N40109,"['N38779', 'N40109', 'N50872', 'N35815']"
U87897,N4642 N35389 N39774 N61032,N35389,"['N4642', 'N35389', 'N39774', 'N61032']"
U30748,N54489 N46526 N42597 N16920,N54489 N42597,"['N54489', 'N46526', 'N42597', 'N16920']"
U85394,N61022 N49279 N44651,N49279,"['N61022', 'N49279', 'N44651']"
U68140,N12029 N42977,N12029,"['N12029', 'N42977']"
U16608,N33619 N20079,N20079,"['N33619', 'N20079']"
